Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,データ時点,データ出典_URL,データファイル_URL
薬局等番号,都道府県,薬局等名称,住所,電話番号,女性,男性,答えたくない,HP,開局時間,時間外対応の有無,時間外の電話番号,プライバシー確保策,事前連絡,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
1,和歌山県,有限会社出嶋調剤薬局,和歌山県西牟婁郡上富田町朝来７９５－５,0739474109,,1,,,月火金:8:30-19:00､水木:8:30-18:00､土:8:30-13:00,有,0739474109,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
2,宮城県,調剤薬局ツルハドラッグ南光台店,宮城県仙台市泉区南光台南３丁目２０ー６,0222539133,2,,,,月-金:9:00-13:30､14:30-18:00土:9:00-12:30,,,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
3,福島県,かぼちゃ薬局飯寺店,福島県会津若松市門田町飯寺南１丁目１４－１８,0242291214,,1,,,月､火､水､金9:00-18:00木10:00-18:00土9:00-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
4,新潟県,調剤薬局ツルハドラッグ新潟関屋店,新潟県新潟市中央区関屋浜松町７９－１,0252342268,1,,,https://www.tsuruha.co.jp/,月-金:9:00-13:00､14:00-18:30土:9:00-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
5,三重県,イオン薬局イオンスタイル津南,三重県津市高茶屋小森町１４５番地,0592385220,3,,,https://www.aeonretail.jp/syohousen/,9:00-22:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
6,愛知県,シーズ調剤薬局二川店,愛知県豊橋市大岩町字北元屋敷３４ー１５,0532417171,,2,,,月･水･金:8:30-19:00､火:8:30-18:00､木:8:30-16:30､土:8:30-12:30,有,08035329234,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
7,福島県,有限会社しみず薬局,福島県福島市大森字舘ノ内７４ー１,0245458298,,3,,,月-金:9:00-18:30､土:9:00-13:00,有,08062631120,個室；衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
8,石川県,タイガー薬局,石川県河北郡内灘町大根布７丁目１２１,0762136133,1,1,,https://tiger-prime.com/,月-金:9:00-12:00/14:00-17:00､土:9:00-13:00,有,0762136133,衝立；他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
9,福島県,さくら薬局郡山島店,福島県郡山市島二丁目２２番１号,0249312134,1,1,,,月-水､金:9:00-18:00､木､土:9:00-17:00,有,0249312134,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
10,福島県,さくら薬局須賀川北町店,福島県須賀川市北町１０－１,0248723121,,2,,https://store.ainj.co.jp/detail/1102150/,月-金:8:30-17:30､日:9:00-13:00,有,0248723121,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
11,宮崎県,いこい調剤薬局,宮崎県宮崎市大塚台西１丁目１ー４２,0985656151,1,1,,https://151ikoi.com/,月･木･金:8:45-18:00､火:8:45-19:00､水:8:45-17:00､土:8:45-13:00,有,0985656151,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
12,福島県,あおぞら薬局MAXふくしま店,福島県福島市曾根田町１－１８ＭＡＸふくしま１階,0245739341,,1,,,月-金:10:00-19:00土:10:00-14:00,有,0245739341,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
13,群馬県,アイン薬局伊勢崎はしえ店,群馬県伊勢崎市波志江町１１５２,0270406302,1,,,https://www.ainj.co.jp/,月-金:9:00-18:00､土:9:00-13:00,有,0270406302,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
14,福島県,アリビオ薬局八山田店,福島県郡山市八山田５丁目７７,0249355505,1,1,,https://prossimo-medi.co.jp,月･火･木･金:8:30-19:00､水:8:30-17:30､土:8:30-12:00,有,08022133260,衝立；他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
15,福島県,奥羽調剤薬局鳴神店,福島県郡山市鳴神１ー１ー２,0249838535,3,1,,https://www.ouuchouzai.com/,月･火･木･金:8:30-18:00､水:8:30-17:30､土:8:30-12:30,,,他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
16,新潟県,牡丹山薬局,新潟県新潟市東区牡丹山１－５－１２－９,0252566377,,1,,,月-水･金:9:00-18:00､､木曜日:9:00-17:00､土:9:00-13:00,有,0252566377,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
17,新潟県,すまいる薬局,新潟県五泉市太田９７６－１,0250473800,,1,,,月火木金:9:00-18:30水:9:00-17:00土:9:00-13:00,有,0250473800,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
18,沖縄県,ドラッグイレブン薬局琉球大学病院店,沖縄県宜野湾市喜友名１０７６番地,0988930411,,1,,https://shop.tsuruha-g.com/4886,月-金:8:00-19:00､土:9:00-15:00,,,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
19,秋田県,調剤薬局ツルハドラッグ湯沢大町店,秋田県湯沢市大町２丁目１－１０,0183795056,,1,,https://shop.tsuruha-g.com/1225,月-金:9:00-13:30､14:30-18:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
20,宮城県,調剤薬局ツルハドラッグ角田中央店,宮城県角田市角田字町２２２－２,0224630277,,1,,,月-金:9:30-18:30､土:9:30-13:30,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
21,福島県,そうごう薬局上荒川店,福島県いわき市平上荒川字安草１５－４,0246287222,1,,,,月曜-金曜日曜9:00-18:00土曜日9:00-16:00,有,0246287222,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
22,大阪府,調剤薬局ツルハドラッグ阪南店,大阪府阪南市自然田９２８ー３,0724727867,2,1,,https://shop.tsuruha-g.com/1135,月-金:9:00-18:00､土:9:00-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
23,兵庫県,調剤薬局ツルハドラッグ尼崎武庫元町店,兵庫県尼崎市武庫元町１丁目２１番１１号,0664383321,,1,,,月-金:9:00-19:00､土:9:00-14:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
24,兵庫県,調剤薬局ツルハドラッグ甲子園店,兵庫県西宮市甲子園浦風町６ー１,0798440288,3,,,,月-金:9:00-19:30､土:9:00-17:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
25,新潟県,エース調剤薬局,新潟県新潟市秋葉区あおば通１－７－１２,0250237009,,1,,https://www.ace-pharmacy.com/,月火水金:8:30-19:00､木8:30-16:30､土8:30-13:00,,,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
26,福島県,調剤薬局ツルハドラッグ郡山島店,福島県郡山市島２丁目４４－２９,0249546689,1,,,,月-金:9:30-13:30､14:30-18:30､土:9:30-13:30,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
27,石川県,パトリア中山薬局,石川県七尾市御祓町１パトリア１階,0767540739,,1,,,月-土9:00-18:00,有,07056305521,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
28,福島県,アイン薬局国見店,福島県伊達郡国見町塚野目字三本木１４－１,0245291165,,1,,,月-金:9:00-18:00､土:9:00-13:00,,,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
29,新潟県,よつば薬局上大川前店,新潟県新潟市中央区上大川前通５番町６３－１,0252264880,1,,,https://www.yotsuba-p.com/,月-金:9:00-18:10､土:9:00-13:00,有,0252264880,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
30,新潟県,青海薬局,新潟県糸魚川市大字寺地２３３,0255621621,,1,,,月･火･水･金･土:9:00-17:45､木:9:00-17:00,有,0255621621,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
31,広島県,蔵本薬局,広島県広島市安佐南区西原８丁目２８ー７,0829621003,3,2,,https://www.e-classa.net/kuramoto,月-金:9:00-17:30､土9:00-13:00,有,0829621003,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
32,高知県,調剤薬局ツルハドラッグ薊野店,高知県高知市薊野西町３ー８ー８,0888553228,1,1,,,月～金9：30-13：00、 14：00-18：30、土9：30-14：30,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
33,福島県,クラフト薬局小名浜店,福島県いわき市小名浜林城字塚前２１－３,0246589111,,1,,,月-金:9:00-17:30,有,0246589111,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
34,新潟県,ようめい調剤薬局,新潟県新発田市新富町１－１－２８,0254203770,,1,,,月･火･木･金:8:30-17:30､8:30-13:00,,,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
35,福島県,郡山調剤薬局本宮店,福島県本宮市本宮字荒町４９－９,0243631155,,1,,,月･火･木･金:8:30-18:00､水:8:30-16:30､土:8:30-13:00,有,0243631155,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
36,石川県,プラス薬局,石川県金沢市木越町チ８０ー６,0762394193,2,3,,https://place-pharmacy.jp/,月-金:9:00-19:00､木:9:00-18:00､土:9:00-17:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
37,福島県,調剤薬局ツルハドラッグいわき玉露店,福島県いわき市泉玉露５丁目７ー６,0246751268,4,1,,https://shop.tsuruha-g.com/1198,月-金:9:00-19:00､土:9:00-13:00,有,08060678069,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
38,新潟県,ときわぎ薬局,新潟県新潟市北区石動２－２－５,0253841584,,1,,https://sites.google.com/view/tokiwagi,月-金9:00‐18:00､土9:00‐12:00,有,09087437198,個室；衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
39,宮城県,調剤薬局ツルハドラッグ仙台鶴ヶ谷店,宮城県仙台市宮城野区鶴ヶ谷二丁目８－１２,0223884268,2,1,,,月-金:9:30-18:30､土:9:30-13:30,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
40,宮城県,調剤薬局ツルハドラッグ仙台宮千代店,宮城県仙台市宮城野区宮千代３丁目６－６,0227947086,,1,,https://shop.tsuruha-g.com/0730,月-金:9:30-13:3014:30-18:30､土:9:30-13:30,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
41,福島県,喜多方あいあい薬局,福島県喜多方市字三丁目４７８１－２,0241235786,,1,,https://mp-coltd.com/,月水木金;8:30-17:30､火土;8:30-13:00,,,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
42,福島県,調剤薬局ツルハドラッグ八山田店,福島県郡山市富田東三丁目２２番地,0249918826,3,,,,月-土:9:00-18:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
43,山梨県,アヤメ薬局,山梨県南アルプス市小笠原４４５‐１,0552835848,,1,,,火･水･金･土:8:30‐18:00､木･日8:30‐12:30,,,衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
44,新潟県,千刈薬局,新潟県加茂市千刈１丁目５０－２１,0256533321,1,,,https://www.pharmarise.com/company/store/store.php?store_id=555,月-水･金:9:00-18:00木:9:00-17:00土:9:00-13:00,有,0256533321,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
45,福島県,あさかのもり薬局,福島県郡山市安積町成田字漆山５０,0249464976,,1,,https://www.yamayaku.com/,月-土:9:00-18:00,,,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
46,福島県,千石調剤薬局,福島県会津若松市千石町９番２３号,0242238336,,1,,https://yamasho-aizu.jp/,月火水金:9:00-18:15､木:9:00-17:00土:9:00-13:15,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
47,新潟県,フォレスト薬局,新潟県新潟市中央区鐙２－１４－３１,0252403366,,1,,,月火木金8:30-18:00水8:30-16:30土8:30-12:30,有,0252403366,他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
48,兵庫県,調剤薬局ツルハドラッグ宝塚末成店,兵庫県宝塚市末成町３９番５号,0797737268,,1,,https://shop.tsuruha-g.com/1408,"月-金:9:00-14:00,15:00-19:00土:9:00-14:00,15:00-18:00",,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
49,兵庫県,調剤薬局ツルハドラッグ西宮今津店,兵庫県西宮市今津山中町１２－３４,0798611286,,1,,https://shop.tsuruha-g.com/1870,月-金:9:00-14:00､15:00-19:00､土:9:00-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
50,新潟県,トリム薬局白根大通店,新潟県新潟市南区鷲ノ木新田字諏訪木島５７２３ー３,0253706105,3,1,,https://www.pharmarise.com/company/store/store.php?store_id=523,月･火･水･金:8:45-18:30木･土:8;45-17:00,有,0253706105,衝立；他者のいない時間対応,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
51,宮城県,調剤薬局ツルハドラッグ仙台長町４丁目店,宮城県仙台市太白区長町４丁目７ー１８,0223041077,5,,,,月-金:9:00-18:00､土:9:00-13:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
52,福島県,会津調剤薬局,福島県会津若松市白虎二丁目４番地の２,0242367672,,1,,https://yamasho-aizu.jp/,月火水金:8:30-18:15､木:8:30-16:30､土:8:30-12:45,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
53,群馬県,みらい薬局,群馬県高崎市上並榎町４６－３,0273709311,,1,,https://mirai-yakkyoku.com/,月-金:9:00-19:00､土:9:00-14:00,有,0273709311,個室,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
54,群馬県,イオン薬局太田店,群馬県太田市石原町８１番地,0276483241,2,1,,,9:00-20:00,有,08047108688,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
55,兵庫県,調剤薬局ツルハドラッグ長田神社前店,兵庫県神戸市長田区大塚町１－８－１５,0787426619,1,,,https://shop.tsuruha-g.com/1719,月-金:9:30-14:00､15:00-18:00土:9:30-13:30,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
56,愛知県,お～ろら薬局ひかりが丘,愛知県岡崎市戸崎町牛転２番地１８５,0564730600,,1,,https://sml-miyako.com/,月-土:9:00-18:00,有,0564730600,個室；衝立；他者のいない時間対応,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
57,新潟県,ファーマライズ薬局西新潟店,新潟県新潟市西区坂井砂山４丁目１４番２号,0252018781,1,,,https://www.pharmarise.com/company/store/store.php?store_id=257,月火木金:9:00-13:00､15:00-19:00､水土:9:00-13:00,有,0252018781,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
58,東京都,さくら薬局本店,東京都板橋区大谷口上町２８－１１,0339571122,1,,,https://www.kraft-net.co.jp/sakura/store/3001/,月-金:9:00-18:00､土:9:00-17:00,,,個室；衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
59,石川県,金沢ファーマライズ薬局,石川県金沢市小坂町北１４２,0762516370,1,1,,https://www.pharmarise.com/company/store/store.php?store_id=152,月-金/8:30-18:00､土(第2除く)/8:30-14:00､第2土曜/9:00-13:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
61,東京都,レジーナ薬局神保町店,東京都千代田区神田神保町３－２－４田村ビル１階,0332652105,,1,,https://www.unimat-life.co.jp/drugstore/,月-金:9:00-18:30､土:9:00-13:30,,,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
62,石川県,野々市ファーマライズ薬局,石川県白山市専福寺町８４－３,0762766638,,1,,http://www.pharmarise.com,月-金:9:00-18:00､土:9:00-14:00,有,0762766638,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
63,三重県,さくら薬局四日市山分店,三重県四日市市山分町１１６－１４,0593613700,,1,,kraft-net.co.jp,月･火･水･金:9:00-18:00土:9:00-13:00,有,0593613700,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
64,新潟県,さくら薬局,新潟県新潟市南区白根１４７７番地１,0253725160,,1,,,月-水･金:9:00-18:00､木:9:00-17:00､土:9:00-13:00,有,0253725160,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
65,東京都,調剤薬局ツルハドラッグ東十条北口店,東京都北区東十条３ー１６ー９,0359591268,1,,,,月-金:9:00-19:00､土:9:00-18:00,,,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
66,北海道,調剤薬局ツルハドラッグ旭川駅前店,北海道旭川市宮下通９丁目２番１７号,0166213269,2,1,,,月-金:9:00-18:00､土:9:00-13:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
67,福島県,アイランド薬局岡小名店,福島県いわき市小名浜岡小名１丁目１－１,0246738977,,1,,,月火木金8:30-18:00水8:30-16:00土8:30-17:15,有,08067859878,個室,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
68,兵庫県,調剤薬局ツルハドラッグ西宮久保店,兵庫県西宮市久保町６－２０,0798399269,,1,,https://shop.tsuruha-g.com/3481,月-金:9:30‐14:00､15:00‐19:00､土:9:30‐14:00,,,パーテーション,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
69,兵庫県,ツルハドラッグ南花屋敷店,兵庫県川西市南花屋敷３ー１６ー９,0727598388,2,,,https://shop.tsuruha-g.com/1191,月-金:9:00-18:30､土:9:00-16:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
70,福島県,光栄薬局高坂店,福島県いわき市内郷高坂町大町２６－７,0246267341,,1,,https://yuhido.com/stores/光栄薬局-高坂店/,月､火､木､金8:00-17:30水9:00-17:00土8:00-16:30,有,08025645804,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
71,福島県,調剤薬局ツルハドラッグ会津湯川店,福島県会津若松市湯川町１ー５８,0242383310,1,2,,,月-土:9:00-18:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
72,山梨県,みさき薬局韮崎,山梨県韮崎市藤井町南下条水無３３６－２,0551212121,,1,,http://www.dyna-misaki.co.jp,月火木金:8:30-18:30､水土:8:30-17:00,有,0551212121,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
75,群馬県,マルエ薬局草津温泉店,群馬県吾妻郡草津町草津４５４－４８,0279825891,,1,,,月-金:9:00-13:00､14:00-18:00,,,衝立,,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
76,新潟県,イオン薬局新潟南店,新潟県新潟市江南区下早通柳田１丁目１−１,0253831370,,1,,,年中無休9:00-21:00,有,08047103594,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
77,東京都,薬局トモズ中延店,東京都品川区東中延２−７−１６,0357497161,1,,,https://shop.tomods.jp/detail/150C/,月､火､木､金:9:00-20:00､水:9:00-19:00､土:9:00-14:00,有,08010717476,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
78,山梨県,美咲調剤薬局,山梨県甲府市美咲１ー８ー７,0552541901,2,2,,,月-金:9:00-18:30､土:9:00-13:00,有,0552541901,衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
79,東京都,アトム薬局,東京都小金井市緑町１－６－５３うさぎビル１階,0423885400,,1,,https://www.ph-yamato.co.jp/pharmacy/1040/,月-金:9:00-18:00､土:9:00-17:00､日祝:9:00-13:00,有,0423885400,個室；衝立,要,,,,,,,2026-01-31,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001647982.xlsx
